author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,sum
Ching-Ling Lien,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ziru Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kwabena Baffour Duah,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Igor L Estevao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Fengchao Li,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hu Cheng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yongping Liu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Andrea J Lund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zhiqing Wang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Brenee S King,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tiffany Dunn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sanford Auerbach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Nicola L Diny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nina Filipczak,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Xingbin Ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bai Lu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Md Aminul Islam Prodhan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Steven P Hooker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Raquel S&#xe1;-Le&#xe3;o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Xiaojun Ning,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Roberto M Risi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bo Ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mary Pulvino,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Greg Guthrie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qizhi Yao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Susan Matthew,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Harry van Goor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sui Huang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Anastassios Economou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jie Lan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Vanessa York,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Michael Nipper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Meng-Fei Yu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Apirat Chaikuad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Daniel Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mary F Feitosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Zeynab Izadi Najaf Abadi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Katherine Tucker,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Brandon Itson-Zoske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Fei Han,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bingjie Zhang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zemin He,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Edward Giovannucci,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Alan R Burns,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
F Xavier Ruiz,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Xiang-Zhou Meng,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Hiro Otsuka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Susan Zolla-Pazner,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pujie Feng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Nongyue He,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wenqi Cui,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jessica Page,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zhao-Di Yang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Irene E Kochevar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Anil K Mahavadi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hrishikesh Chakraborty,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
James J Goedert,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chang Fan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Chack Yung Yu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wei-Lun Chang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Julio E Molineros,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Gary E Pickard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zhe Xue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Malgorzata Michnicka,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Elizabeth Cutler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shiv Bolan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Joshua D Rabinowitz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xiaojiao Guo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jeh-Chang Yang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mateen A Haroon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yinglei Lai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Michael Nahmou,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Baohui Lou,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Stephen S Hecht,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cristian Rodriguez-Aguayo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Atish Patel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Ersne Eromo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Guanqiao Li,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Michael L Steigerwald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Doo-Hyun Kwon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lauri Vaahtera,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zhongdi Chu,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Anne M Raggio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Dong-Feng Ji,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lynn Tanoue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nirit Mor-Vaknin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Lothar Krinke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jonathan Serrano,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shisheng Wang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xiaopeng Luo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Nuo Li,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Gregory O'Connor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yujiang Li,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mengxue Jiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Huan Zhong,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
David A Pearlman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Solize Vosloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rex A Hess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Andrei Golovko,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Shota Asai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Chloe Hui-Tung Yu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kara L Conway,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jing Miao,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Marco Morselli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Andrew W F Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sharon A Sagan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Biwei Han,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ruihan Zhang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Martin K Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Hoseok Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Xiang Fan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Lee Anne Ammons,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hongquan Pu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Thomas H McConville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zhixiang Cui,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Zezhong Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
David Carmel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yubing He,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lijie Huang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
M Mahdi Sleiman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mengru Yang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ziyin Li,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Shaobo Su,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nicholas Jennings,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Afroza Ferdouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Je-Yoel Cho,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Xinran Dong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Seung Y Rhee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Muhuo Ji,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Rolf A Brekken,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jason Ong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Kalpana Ghoshal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Talia H Swartz,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
J E Olson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hongtao Xu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Krzysztof Matyjaszewski,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Deepak Sharma,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Baoqi Zuo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Xiaoru Zhang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Joshua A Hartsel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Matt De Both,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Meijuan Tian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Yi Ding,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Su-Yeon Kim,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yung-Jen Huang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rudy L Luck,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jinru Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Ryan Gordon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Daniel Appelbaum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Zhen F Fu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Robert D Stedtfeld,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Glenn F Webb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xinyi Chen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Stephen E Farr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Koseki J Kobayashi-Kirschvink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Takayuki Yamamoto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Brian K Kennedy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dan Zhou,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wenqiong Yang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
William O C Cookson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jingliao Zhang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yi Cheng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Shao-Yu Chen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tian Zhao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bilian Zhu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
JiaJia Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Esperanza Recio-Pinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Megan Trotter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Xiang Ji,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Neal K Devaraj,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yao Gong,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jiu-Chiuan Chen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Gary M Clifford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Miaomiao Zhu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yuqing Shen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mark A Bryant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Marianne Sagliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Christina J Flaxel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Satoka Aoyagi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Xuejing Wang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yuemin Ding,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Weijie Fu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yujie Yang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Muhammad Farooq Rai,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jinhong Dai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zhengjun Wang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Anwei Hou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Anantha R Nookala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Maximillian A Rogers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Xiaochuan Pan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tamara Lushnikova,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fan Deng,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Xia Jin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Qingping Liu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
David F Hahn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dengliang Huang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Thomas B Nutman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Philip Nasca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Yutian Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gregory G Fuller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Yi-Ran Lv,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pieter A Van Doorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Renping Zhao,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hannah Wapenaar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Xingping Quan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Renren Wen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ying Ao,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Cynthia X Qian,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bingkun Zhao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Guang-Yi Wang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Venecia Valdez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Runming Wang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
D Zarena,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Dezhen Tu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Xuan Ma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Guanda Che,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ni Zhang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Tsung-Yeh Tsai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Livia Palmerston Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Quan-Fei Zhu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Andreas Beyer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yuanjiu Cheng,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kim N Dietrich,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ana M D Carneiro,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ih-Sheng Chen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Johan Sanmartin Berglund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Jielai Xia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mark J Kohr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jiachen Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Lulu Liao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Charles E Granger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bruce J Schlomer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Yimei Cai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jinpu Yang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dooman Arefan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Alexandra J Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yichao Xiao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shiguo Chen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mitchell Machtay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mina Cikara,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Siyi Li,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sarah A Head,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Luying Duan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Christopher R Jones,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jiarui Yang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sandipan Datta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Zhiqiang Yan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Xiaohan Zhan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Dustin C Sandberg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Shibom Basu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eduardo Olmedillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Sindu Shree,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Yiwen Guan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Sara Taghizadeh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Trevor W Robbins,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Byron Good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hong-Li Yan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bo Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Michael Wannemuehler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Takaya Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gregory E Tasian,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Xingxu Huang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Cinzia Stigliano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ross A Edwards,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tihua Zheng,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Christopher B Lock,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jieni Zhang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Aeryun Kim,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Robert Urman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Daniel M Tremmel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
V Phuc Nguyen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kira Rubtsova,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Wenyao Wang,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Anatoly V Skalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Oliver Serang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jian Hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mia Madel Alfajaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lei Zhan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Brian T O'Neill,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Annie Bryant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Shan Ping Yu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jeffrey M Sundstrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Elizabeth Luscher,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Andrew T Lambe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Anusorn Thanataveerat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Laurence J Howe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Vohith Khol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Linli Zhou,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jose Melero,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
David M Herrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Maria Loscertales,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Yulin Zhao,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alessandra Geffner-Smith,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
